# ----------------------------- WARNNG --------------------------------
# The data you have obtained from this automated U.S. Geological Survey
# database have not received Director's approval and as such are
# provisional and subject to revision.  The data are released on the
# condition that neither the USGS nor the United States Government may
# be held liable for any damages resulting from its use.
#
# Additional information can be obtained from the USGS at
#   http://waterdata.usgs.gov/nwis/help/?provisional
#
# retrieved: 2006-06-04 23:40:13 EDT
#
# This file consists of tab-separated columns of data for a list of sites.
# Each site is separated by a header section of comments and new column
# definitions. All column headers include the following 3 fields.
#
# column        column definition
# ------------  -----------------------------------------
# agency_cd     Agency collection or maintaining the site
# site_no       USGS site identification number
# datetime      date and time in ISO format (YYYY-mm-dd)
#
# The remaining columns vary for each site depending on which data
# parameters are selected.  The data column names use the following form
# '##_#####' where the first two number sequence uniquely defines the
# sensor (the 'data descriptor') used to collect the data and the
# following 5 number sequence defines the 'parameter_cd' which describes
# the type of data shown in the column.
#
# Data for the following stations is contained in this file
# ---------------------------------------------------------
#  USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA
#
# Available data at this site--lines with asterix '*' are included in this output.
#    DD parameter statistic - Description
#    --   -----     -----     ------------------------------------
#   *02   00060     00003   - Discharge, cubic feet per second (Mean)
#
# Data-value qualifiers included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
#agency_cd	site_no	datetime	02_00060_00003
#5s	15s	16s	14s
USGS	01100000	1924-12-09	4460_A
USGS	01100000	1924-12-10	7640_A
USGS	01100000	1924-12-11	7360_A
USGS	01100000	1924-12-12	5900_A
USGS	01100000	1924-12-13	5400_A
USGS	01100000	1924-12-14	3080_A
USGS	01100000	1924-12-15	4020_A
USGS	01100000	1924-12-16	3380_A
USGS	01100000	1924-12-17	3180_A
USGS	01100000	1924-12-18	3600_A
USGS	01100000	1924-12-19	2980_A
USGS	01100000	1924-12-20	525_A
USGS	01100000	1924-12-21	2260_A
USGS	01100000	1924-12-22	3280_A
USGS	01100000	1924-12-23	3080_A
USGS	01100000	1924-12-24	2980_A
USGS	01100000	1924-12-25	675_A
USGS	01100000	1924-12-26	3490_A
USGS	01100000	1924-12-27	2030_A
USGS	01100000	1924-12-28	895_A
USGS	01100000	1924-12-29	2780_A
USGS	01100000	1924-12-30	2690_A
USGS	01100000	1924-12-31	2420_A
USGS	01100000	1925-01-01	438_A
USGS	01100000	1925-01-02	2780_A
USGS	01100000	1925-01-03	1480_A
USGS	01100000	1925-01-04	470_A
USGS	01100000	1925-01-05	2420_A
USGS	01100000	1925-01-06	2510_A
USGS	01100000	1925-01-07	2030_A
USGS	01100000	1925-01-08	1890_A
USGS	01100000	1925-01-09	1760_A
USGS	01100000	1925-01-10	1110_A
USGS	01100000	1925-01-11	608_A
USGS	01100000	1925-01-12	2180_A
USGS	01100000	1925-01-13	1960_A
USGS	01100000	1925-01-14	1890_A
USGS	01100000	1925-01-15	1890_A
USGS	01100000	1925-01-16	1890_A
USGS	01100000	1925-01-17	1110_A
USGS	01100000	1925-01-18	565_A
USGS	01100000	1925-01-19	2180_A
USGS	01100000	1925-01-20	2030_A
USGS	01100000	1925-01-21	1890_A
USGS	01100000	1925-01-22	1890_A
USGS	01100000	1925-01-23	1890_A
USGS	01100000	1925-01-24	1040_A
USGS	01100000	1925-01-25	364_A
USGS	01100000	1925-01-26	1760_A
USGS	01100000	1925-01-27	1760_A
USGS	01100000	1925-01-28	1760_A
USGS	01100000	1925-01-29	1760_A
USGS	01100000	1925-01-30	1760_A
USGS	01100000	1925-01-31	1180_A
USGS	01100000	1925-02-01	652_A
USGS	01100000	1925-02-02	2100_A
USGS	01100000	1925-02-03	1960_A
USGS	01100000	1925-02-04	1960_A
USGS	01100000	1925-02-05	1960_A
USGS	01100000	1925-02-06	2180_A
USGS	01100000	1925-02-07	1260_A
USGS	01100000	1925-02-08	895_A
USGS	01100000	1925-02-09	2780_A
USGS	01100000	1925-02-10	2980_A
USGS	01100000	1925-02-11	3600_A
USGS	01100000	1925-02-12	11300_A
USGS	01100000	1925-02-13	23600_A
USGS	01100000	1925-02-14	30000_A
USGS	01100000	1925-02-15	23600_A
USGS	01100000	1925-02-16	19300_A
USGS	01100000	1925-02-17	15600_A
USGS	01100000	1925-02-18	12900_A
USGS	01100000	1925-02-19	10600_A
USGS	01100000	1925-02-20	9400_A
USGS	01100000	1925-02-21	8800_A
USGS	01100000	1925-02-22	8510_A
USGS	01100000	1925-02-23	9400_A
USGS	01100000	1925-02-24	10600_A
USGS	01100000	1925-02-25	11300_A
USGS	01100000	1925-02-26	11900_A
USGS	01100000	1925-02-27	9400_A
USGS	01100000	1925-02-28	8800_A
USGS	01100000	1925-03-01	7930_A
USGS	01100000	1925-03-02	9400_A
USGS	01100000	1925-03-03	10000_A
USGS	01100000	1925-03-04	8800_A
USGS	01100000	1925-03-05	8220_A
USGS	01100000	1925-03-06	10000_A
USGS	01100000	1925-03-07	12500_A
USGS	01100000	1925-03-08	17900_A
USGS	01100000	1925-03-09	11900_A
USGS	01100000	1925-03-10	11900_A
USGS	01100000	1925-03-11	10900_A
USGS	01100000	1925-03-12	13800_A
USGS	01100000	1925-03-13	16300_A
USGS	01100000	1925-03-14	16600_A
USGS	01100000	1925-03-15	18500_A
USGS	01100000	1925-03-16	17400_A
USGS	01100000	1925-03-17	15200_A
USGS	01100000	1925-03-18	14900_A
USGS	01100000	1925-03-19	17400_A
USGS	01100000	1925-03-20	20500_A
USGS	01100000	1925-03-21	20500_A
USGS	01100000	1925-03-22	18100_A
USGS	01100000	1925-03-23	16600_A
USGS	01100000	1925-03-24	14900_A
USGS	01100000	1925-03-25	13800_A
USGS	01100000	1925-03-26	12500_A
USGS	01100000	1925-03-27	12900_A
USGS	01100000	1925-03-28	14500_A
USGS	01100000	1925-03-29	27800_A
USGS	01100000	1925-03-30	51200_A
USGS	01100000	1925-03-31	50700_A
USGS	01100000	1925-04-01	37400_A
USGS	01100000	1925-04-02	28700_A
USGS	01100000	1925-04-03	23600_A
USGS	01100000	1925-04-04	20500_A
USGS	01100000	1925-04-05	17800_A
USGS	01100000	1925-04-06	15900_A
USGS	01100000	1925-04-07	13800_A
USGS	01100000	1925-04-08	12500_A
USGS	01100000	1925-04-09	11900_A
USGS	01100000	1925-04-10	11300_A
USGS	01100000	1925-04-11	10600_A
USGS	01100000	1925-04-12	10300_A
USGS	01100000	1925-04-13	10300_A
USGS	01100000	1925-04-14	10300_A
USGS	01100000	1925-04-15	10900_A
USGS	01100000	1925-04-16	11900_A
USGS	01100000	1925-04-17	12200_A
USGS	01100000	1925-04-18	10600_A
USGS	01100000	1925-04-19	9700_A
USGS	01100000	1925-04-20	10600_A
USGS	01100000	1925-04-21	10900_A
USGS	01100000	1925-04-22	12200_A
USGS	01100000	1925-04-23	15200_A
USGS	01100000	1925-04-24	17400_A
USGS	01100000	1925-04-25	17800_A
USGS	01100000	1925-04-26	14900_A
USGS	01100000	1925-04-27	14200_A
USGS	01100000	1925-04-28	13500_A
USGS	01100000	1925-04-29	11900_A
USGS	01100000	1925-04-30	10600_A
USGS	01100000	1925-05-01	10300_A
USGS	01100000	1925-05-02	10000_A
USGS	01100000	1925-05-03	9100_A
USGS	01100000	1925-05-04	9400_A
USGS	01100000	1925-05-05	8800_A
USGS	01100000	1925-05-06	10600_A
USGS	01100000	1925-05-07	10600_A
USGS	01100000	1925-05-08	9400_A
USGS	01100000	1925-05-09	8220_A
USGS	01100000	1925-05-10	6150_A
USGS	01100000	1925-05-11	7080_A
USGS	01100000	1925-05-12	6150_A
USGS	01100000	1925-05-13	7360_A
USGS	01100000	1925-05-14	7080_A
USGS	01100000	1925-05-15	7080_A
USGS	01100000	1925-05-16	7080_A
USGS	01100000	1925-05-17	5900_A
USGS	01100000	1925-05-18	6810_A
USGS	01100000	1925-05-19	6280_A
USGS	01100000	1925-05-20	6280_A
USGS	01100000	1925-05-21	5400_A
USGS	01100000	1925-05-22	5160_A
USGS	01100000	1925-05-23	5640_A
USGS	01100000	1925-05-24	3800_A
USGS	01100000	1925-05-25	5280_A
USGS	01100000	1925-05-26	5040_A
USGS	01100000	1925-05-27	4350_A
USGS	01100000	1925-05-28	4680_A
USGS	01100000	1925-05-29	3910_A
USGS	01100000	1925-05-30	3800_A
USGS	01100000	1925-05-31	3700_A
USGS	01100000	1925-06-01	5900_A
USGS	01100000	1925-06-02	5280_A
USGS	01100000	1925-06-03	5520_A
USGS	01100000	1925-06-04	5770_A
USGS	01100000	1925-06-05	4920_A
USGS	01100000	1925-06-06	4460_A
USGS	01100000	1925-06-07	2880_A
USGS	01100000	1925-06-08	4460_A
USGS	01100000	1925-06-09	4130_A
USGS	01100000	1925-06-10	3280_A
USGS	01100000	1925-06-11	3080_A
USGS	01100000	1925-06-12	2880_A
USGS	01100000	1925-06-13	1480_A
USGS	01100000	1925-06-14	1300_A
USGS	01100000	1925-06-15	3490_A
USGS	01100000	1925-06-16	3280_A
USGS	01100000	1925-06-17	3180_A
USGS	01100000	1925-06-18	2980_A
USGS	01100000	1925-06-19	2880_A
USGS	01100000	1925-06-20	1380_A
USGS	01100000	1925-06-21	820_A
USGS	01100000	1925-06-22	3490_A
USGS	01100000	1925-06-23	3280_A
USGS	01100000	1925-06-24	2980_A
USGS	01100000	1925-06-25	2780_A
USGS	01100000	1925-06-26	2690_A
USGS	01100000	1925-06-27	1480_A
USGS	01100000	1925-06-28	407_A
USGS	01100000	1925-06-29	4680_A
USGS	01100000	1925-06-30	7640_A
USGS	01100000	1925-07-01	6680_A
USGS	01100000	1925-07-02	5900_A
USGS	01100000	1925-07-03	4570_A
USGS	01100000	1925-07-04	3490_A
USGS	01100000	1925-07-05	2880_A
USGS	01100000	1925-07-06	3910_A
USGS	01100000	1925-07-07	3380_A
USGS	01100000	1925-07-08	3180_A
USGS	01100000	1925-07-09	3080_A
USGS	01100000	1925-07-10	2880_A
USGS	01100000	1925-07-11	2030_A
USGS	01100000	1925-07-12	2340_A
USGS	01100000	1925-07-13	3280_A
USGS	01100000	1925-07-14	3080_A
USGS	01100000	1925-07-15	2980_A
USGS	01100000	1925-07-16	2980_A
USGS	01100000	1925-07-17	2600_A
USGS	01100000	1925-07-18	1300_A
USGS	01100000	1925-07-19	505_A
USGS	01100000	1925-07-20	3080_A
USGS	01100000	1925-07-21	2880_A
USGS	01100000	1925-07-22	2780_A
USGS	01100000	1925-07-23	3490_A
USGS	01100000	1925-07-24	7360_A
USGS	01100000	1925-07-25	5160_A
USGS	01100000	1925-07-26	4460_A
USGS	01100000	1925-07-27	5040_A
USGS	01100000	1925-07-28	6410_A
USGS	01100000	1925-07-29	8800_A
USGS	01100000	1925-07-30	7080_A
USGS	01100000	1925-07-31	6150_A
USGS	01100000	1925-08-01	5520_A
USGS	01100000	1925-08-02	3080_A
USGS	01100000	1925-08-03	3910_A
USGS	01100000	1925-08-04	3490_A
USGS	01100000	1925-08-05	3380_A
USGS	01100000	1925-08-06	2690_A
USGS	01100000	1925-08-07	2780_A
USGS	01100000	1925-08-08	2180_A
USGS	01100000	1925-08-09	1430_A
USGS	01100000	1925-08-10	4020_A
USGS	01100000	1925-08-11	3800_A
USGS	01100000	1925-08-12	3280_A
USGS	01100000	1925-08-13	2880_A
USGS	01100000	1925-08-14	2690_A
USGS	01100000	1925-08-15	1430_A
USGS	01100000	1925-08-16	1010_A
USGS	01100000	1925-08-17	3600_A
USGS	01100000	1925-08-18	2980_A
USGS	01100000	1925-08-19	2980_A
USGS	01100000	1925-08-20	2780_A
USGS	01100000	1925-08-21	2510_A
USGS	01100000	1925-08-22	1430_A
USGS	01100000	1925-08-23	284_A
USGS	01100000	1925-08-24	2780_A
USGS	01100000	1925-08-25	2600_A
USGS	01100000	1925-08-26	2260_A
USGS	01100000	1925-08-27	2340_A
USGS	01100000	1925-08-28	1760_A
USGS	01100000	1925-08-29	950_A
USGS	01100000	1925-08-30	234_A
USGS	01100000	1925-08-31	1820_A
USGS	01100000	1925-09-01	1890_A
USGS	01100000	1925-09-02	1820_A
USGS	01100000	1925-09-03	1700_A
USGS	01100000	1925-09-04	1640_A
USGS	01100000	1925-09-05	870_A
USGS	01100000	1925-09-06	350_A
USGS	01100000	1925-09-07	652_A
USGS	01100000	1925-09-08	1640_A
USGS	01100000	1925-09-09	1760_A
USGS	01100000	1925-09-10	1760_A
USGS	01100000	1925-09-11	1640_A
USGS	01100000	1925-09-12	1010_A
USGS	01100000	1925-09-13	795_A
USGS	01100000	1925-09-14	2340_A
USGS	01100000	1925-09-15	4350_A
USGS	01100000	1925-09-16	4240_A
USGS	01100000	1925-09-17	3800_A
USGS	01100000	1925-09-18	2880_A
USGS	01100000	1925-09-19	2180_A
USGS	01100000	1925-09-20	2980_A
USGS	01100000	1925-09-21	3600_A
USGS	01100000	1925-09-22	3280_A
USGS	01100000	1925-09-23	2980_A
USGS	01100000	1925-09-24	2980_A
USGS	01100000	1925-09-25	2600_A
USGS	01100000	1925-09-26	1380_A
USGS	01100000	1925-09-27	585_A
USGS	01100000	1925-09-28	2690_A
USGS	01100000	1925-09-29	2690_A
USGS	01100000	1925-09-30	3800_A
USGS	01100000	1925-10-01	2600_A
USGS	01100000	1925-10-02	2260_A
USGS	01100000	1925-10-03	1260_A
USGS	01100000	1925-10-04	318_A
USGS	01100000	1925-10-05	2780_A
USGS	01100000	1925-10-06	3380_A
USGS	01100000	1925-10-07	3280_A
USGS	01100000	1925-10-08	3080_A
USGS	01100000	1925-10-09	2510_A
USGS	01100000	1925-10-10	1480_A
USGS	01100000	1925-10-11	2180_A
USGS	01100000	1925-10-12	3490_A
USGS	01100000	1925-10-13	3700_A
USGS	01100000	1925-10-14	3910_A
USGS	01100000	1925-10-15	3380_A
USGS	01100000	1925-10-16	3180_A
USGS	01100000	1925-10-17	4680_A
USGS	01100000	1925-10-18	3600_A
USGS	01100000	1925-10-19	5520_A
USGS	01100000	1925-10-20	4680_A
USGS	01100000	1925-10-21	4240_A
USGS	01100000	1925-10-22	3910_A
USGS	01100000	1925-10-23	3490_A
USGS	01100000	1925-10-24	2880_A
USGS	01100000	1925-10-25	2880_A
USGS	01100000	1925-10-26	5400_A
USGS	01100000	1925-10-27	8220_A
USGS	01100000	1925-10-28	5900_A
USGS	01100000	1925-10-29	5900_A
USGS	01100000	1925-10-30	4800_A
USGS	01100000	1925-10-31	4130_A
USGS	01100000	1925-11-01	2980_A
USGS	01100000	1925-11-02	4350_A
USGS	01100000	1925-11-03	4020_A
USGS	01100000	1925-11-04	3180_A
USGS	01100000	1925-11-05	3080_A
USGS	01100000	1925-11-06	3280_A
USGS	01100000	1925-11-07	2100_A
USGS	01100000	1925-11-08	2180_A
USGS	01100000	1925-11-09	4680_A
USGS	01100000	1925-11-10	8800_A
USGS	01100000	1925-11-11	6540_A
USGS	01100000	1925-11-12	5160_A
USGS	01100000	1925-11-13	6810_A
USGS	01100000	1925-11-14	10900_A
USGS	01100000	1925-11-15	13200_A
USGS	01100000	1925-11-16	12500_A
USGS	01100000	1925-11-17	15900_A
USGS	01100000	1925-11-18	13800_A
USGS	01100000	1925-11-19	10900_A
USGS	01100000	1925-11-20	9100_A
USGS	01100000	1925-11-21	8220_A
USGS	01100000	1925-11-22	6020_A
USGS	01100000	1925-11-23	7080_A
USGS	01100000	1925-11-24	5900_A
USGS	01100000	1925-11-25	5900_A
USGS	01100000	1925-11-26	4350_A
USGS	01100000	1925-11-27	5640_A
USGS	01100000	1925-11-28	5400_A
USGS	01100000	1925-11-29	4920_A
USGS	01100000	1925-11-30	5520_A
USGS	01100000	1925-12-01	4920_A
USGS	01100000	1925-12-02	4680_A
USGS	01100000	1925-12-03	7080_A
USGS	01100000	1925-12-04	9400_A
USGS	01100000	1925-12-05	17000_A
USGS	01100000	1925-12-06	20800_A
USGS	01100000	1925-12-07	23200_A
USGS	01100000	1925-12-08	20800_A
USGS	01100000	1925-12-09	16600_A
USGS	01100000	1925-12-10	13200_A
USGS	01100000	1925-12-11	9700_A
USGS	01100000	1925-12-12	9100_A
USGS	01100000	1925-12-13	8510_A
USGS	01100000	1925-12-14	7080_A
USGS	01100000	1925-12-15	6280_A
USGS	01100000	1925-12-16	6020_A
USGS	01100000	1925-12-17	6540_A
USGS	01100000	1925-12-18	5770_A
USGS	01100000	1925-12-19	5900_A
USGS	01100000	1925-12-20	5280_A
USGS	01100000	1925-12-21	6680_A
USGS	01100000	1925-12-22	7080_A
USGS	01100000	1925-12-23	7080_A
USGS	01100000	1925-12-24	7080_A
USGS	01100000	1925-12-25	5900_A
USGS	01100000	1925-12-26	5400_A
USGS	01100000	1925-12-27	4920_A
USGS	01100000	1925-12-28	5160_A
USGS	01100000	1925-12-29	4680_A
USGS	01100000	1925-12-30	4020_A
USGS	01100000	1925-12-31	4240_A
USGS	01100000	1926-01-01	2690_A
USGS	01100000	1926-01-02	3910_A
USGS	01100000	1926-01-03	3910_A
USGS	01100000	1926-01-04	4020_A
USGS	01100000	1926-01-05	3800_A
USGS	01100000	1926-01-06	3800_A
USGS	01100000	1926-01-07	4020_A
USGS	01100000	1926-01-08	4130_A
USGS	01100000	1926-01-09	3490_A
USGS	01100000	1926-01-10	3180_A
USGS	01100000	1926-01-11	3700_A
USGS	01100000	1926-01-12	3800_A
USGS	01100000	1926-01-13	3380_A
USGS	01100000	1926-01-14	3080_A
USGS	01100000	1926-01-15	3380_A
USGS	01100000	1926-01-16	2180_A
USGS	01100000	1926-01-17	2690_A
USGS	01100000	1926-01-18	4130_A
USGS	01100000	1926-01-19	8220_A
USGS	01100000	1926-01-20	13200_A
USGS	01100000	1926-01-21	13800_A
USGS	01100000	1926-01-22	11600_A
USGS	01100000	1926-01-23	8800_A
USGS	01100000	1926-01-24	7080_A
USGS	01100000	1926-01-25	6680_A
USGS	01100000	1926-01-26	5900_A
USGS	01100000	1926-01-27	5770_A
USGS	01100000	1926-01-28	5280_A
USGS	01100000	1926-01-29	4800_A
USGS	01100000	1926-01-30	3910_A
USGS	01100000	1926-01-31	3910_A
USGS	01100000	1926-02-01	5040_A
USGS	01100000	1926-02-02	4350_A
USGS	01100000	1926-02-03	4130_A
USGS	01100000	1926-02-04	4460_A
USGS	01100000	1926-02-05	4680_A
USGS	01100000	1926-02-06	2880_A
USGS	01100000	1926-02-07	3700_A
USGS	01100000	1926-02-08	4680_A
USGS	01100000	1926-02-09	4020_A
USGS	01100000	1926-02-10	4020_A
USGS	01100000	1926-02-11	3800_A
USGS	01100000	1926-02-12	3910_A
USGS	01100000	1926-02-13	3600_A
USGS	01100000	1926-02-14	2880_A
USGS	01100000	1926-02-15	4460_A
USGS	01100000	1926-02-16	4350_A
USGS	01100000	1926-02-17	4240_A
USGS	01100000	1926-02-18	4130_A
USGS	01100000	1926-02-19	4350_A
USGS	01100000	1926-02-20	5040_A
USGS	01100000	1926-02-21	4350_A
USGS	01100000	1926-02-22	3800_A
USGS	01100000	1926-02-23	4920_A
USGS	01100000	1926-02-24	4350_A
USGS	01100000	1926-02-25	4570_A
USGS	01100000	1926-02-26	4920_A
USGS	01100000	1926-02-27	5160_A
USGS	01100000	1926-02-28	4800_A
USGS	01100000	1926-03-01	5040_A
USGS	01100000	1926-03-02	5280_A
USGS	01100000	1926-03-03	5280_A
USGS	01100000	1926-03-04	5280_A
USGS	01100000	1926-03-05	4640_A
USGS	01100000	1926-03-06	4920_A
USGS	01100000	1926-03-07	4920_A
USGS	01100000	1926-03-08	6680_A
USGS	01100000	1926-03-09	6280_A
USGS	01100000	1926-03-10	6150_A
USGS	01100000	1926-03-11	6540_A
USGS	01100000	1926-03-12	6810_A
USGS	01100000	1926-03-13	6280_A
USGS	01100000	1926-03-14	6150_A
USGS	01100000	1926-03-15	6020_A
USGS	01100000	1926-03-16	5520_A
USGS	01100000	1926-03-17	5520_A
USGS	01100000	1926-03-18	5160_A
USGS	01100000	1926-03-19	6020_A
USGS	01100000	1926-03-20	6150_A
USGS	01100000	1926-03-21	6680_A
USGS	01100000	1926-03-22	7640_A
USGS	01100000	1926-03-23	9700_A
USGS	01100000	1926-03-24	10600_A
USGS	01100000	1926-03-25	12900_A
USGS	01100000	1926-03-26	15900_A
USGS	01100000	1926-03-27	16600_A
USGS	01100000	1926-03-28	15600_A
USGS	01100000	1926-03-29	15200_A
USGS	01100000	1926-03-30	13500_A
USGS	01100000	1926-03-31	13500_A
USGS	01100000	1926-04-01	13200_A
USGS	01100000	1926-04-02	12200_A
USGS	01100000	1926-04-03	11900_A
USGS	01100000	1926-04-04	12200_A
USGS	01100000	1926-04-05	14500_A
USGS	01100000	1926-04-06	14500_A
USGS	01100000	1926-04-07	13800_A
USGS	01100000	1926-04-08	13500_A
USGS	01100000	1926-04-09	16600_A
USGS	01100000	1926-04-10	21600_A
USGS	01100000	1926-04-11	22800_A
USGS	01100000	1926-04-12	22400_A
USGS	01100000	1926-04-13	19700_A
USGS	01100000	1926-04-14	18500_A
USGS	01100000	1926-04-15	19700_A
USGS	01100000	1926-04-16	20100_A
USGS	01100000	1926-04-17	18900_A
USGS	01100000	1926-04-18	16300_A
USGS	01100000	1926-04-19	15900_A
USGS	01100000	1926-04-20	14500_A
USGS	01100000	1926-04-21	13800_A
USGS	01100000	1926-04-22	14200_A
USGS	01100000	1926-04-23	20500_A
USGS	01100000	1926-04-24	26500_A
USGS	01100000	1926-04-25	30400_A
USGS	01100000	1926-04-26	36900_A
USGS	01100000	1926-04-27	34500_A
USGS	01100000	1926-04-28	26500_A
USGS	01100000	1926-04-29	21600_A
USGS	01100000	1926-04-30	18500_A
USGS	01100000	1926-05-01	18100_A
USGS	01100000	1926-05-02	16600_A
USGS	01100000	1926-05-03	18100_A
USGS	01100000	1926-05-04	22800_A
USGS	01100000	1926-05-05	24400_A
USGS	01100000	1926-05-06	18500_A
USGS	01100000	1926-05-07	15600_A
USGS	01100000	1926-05-08	13200_A
USGS	01100000	1926-05-09	11900_A
USGS	01100000	1926-05-10	11300_A
USGS	01100000	1926-05-11	10300_A
USGS	01100000	1926-05-12	9400_A
USGS	01100000	1926-05-13	8800_A
USGS	01100000	1926-05-14	9100_A
USGS	01100000	1926-05-15	9100_A
USGS	01100000	1926-05-16	8220_A
USGS	01100000	1926-05-17	8220_A
USGS	01100000	1926-05-18	8800_A
USGS	01100000	1926-05-19	9100_A
USGS	01100000	1926-05-20	9400_A
USGS	01100000	1926-05-21	9100_A
USGS	01100000	1926-05-22	9100_A
USGS	01100000	1926-05-23	6680_A
USGS	01100000	1926-05-24	7080_A
USGS	01100000	1926-05-25	6680_A
USGS	01100000	1926-05-26	6680_A
USGS	01100000	1926-05-27	5520_A
USGS	01100000	1926-05-28	5040_A
USGS	01100000	1926-05-29	3910_A
USGS	01100000	1926-05-30	4130_A
USGS	01100000	1926-05-31	4130_A
USGS	01100000	1926-06-01	5040_A
USGS	01100000	1926-06-02	4920_A
USGS	01100000	1926-06-03	4800_A
USGS	01100000	1926-06-04	5770_A
USGS	01100000	1926-06-05	5160_A
USGS	01100000	1926-06-06	3600_A
USGS	01100000	1926-06-07	4920_A
USGS	01100000	1926-06-08	4240_A
USGS	01100000	1926-06-09	3910_A
USGS	01100000	1926-06-10	3800_A
USGS	01100000	1926-06-11	3600_A
USGS	01100000	1926-06-12	3600_A
USGS	01100000	1926-06-13	2600_A
USGS	01100000	1926-06-14	4020_A
USGS	01100000	1926-06-15	3800_A
USGS	01100000	1926-06-16	3800_A
USGS	01100000	1926-06-17	6810_A
USGS	01100000	1926-06-18	5400_A
USGS	01100000	1926-06-19	4800_A
USGS	01100000	1926-06-20	2980_A
USGS	01100000	1926-06-21	4130_A
USGS	01100000	1926-06-22	4240_A
USGS	01100000	1926-06-23	3490_A
USGS	01100000	1926-06-24	3280_A
USGS	01100000	1926-06-25	2880_A
USGS	01100000	1926-06-26	1580_A
USGS	01100000	1926-06-27	1180_A
USGS	01100000	1926-06-28	3600_A
USGS	01100000	1926-06-29	3380_A
USGS	01100000	1926-06-30	3280_A
USGS	01100000	1926-07-01	2780_A
USGS	01100000	1926-07-02	2600_A
USGS	01100000	1926-07-03	1480_A
USGS	01100000	1926-07-04	438_A
USGS	01100000	1926-07-05	1040_A
USGS	01100000	1926-07-06	3380_A
USGS	01100000	1926-07-07	2880_A
USGS	01100000	1926-07-08	2880_A
USGS	01100000	1926-07-09	2420_A
USGS	01100000	1926-07-10	1340_A
USGS	01100000	1926-07-11	920_A
USGS	01100000	1926-07-12	5640_A
USGS	01100000	1926-07-13	4920_A
USGS	01100000	1926-07-14	4020_A
USGS	01100000	1926-07-15	3800_A
USGS	01100000	1926-07-16	2980_A
USGS	01100000	1926-07-17	1700_A
USGS	01100000	1926-07-18	1300_A
USGS	01100000	1926-07-19	3180_A
USGS	01100000	1926-07-20	2780_A
USGS	01100000	1926-07-21	2340_A
USGS	01100000	1926-07-22	1760_A
USGS	01100000	1926-07-23	2030_A
USGS	01100000	1926-07-24	1480_A
USGS	01100000	1926-07-25	565_A
USGS	01100000	1926-07-26	2600_A
USGS	01100000	1926-07-27	2260_A
USGS	01100000	1926-07-28	2420_A
USGS	01100000	1926-07-29	2340_A
USGS	01100000	1926-07-30	2340_A
USGS	01100000	1926-07-31	1380_A
USGS	01100000	1926-08-01	328_A
USGS	01100000	1926-08-02	2260_A
USGS	01100000	1926-08-03	2260_A
USGS	01100000	1926-08-04	2100_A
USGS	01100000	1926-08-05	2100_A
USGS	01100000	1926-08-06	2030_A
USGS	01100000	1926-08-07	1300_A
USGS	01100000	1926-08-08	274_A
USGS	01100000	1926-08-09	2420_A
USGS	01100000	1926-08-10	2980_A
USGS	01100000	1926-08-11	2780_A
USGS	01100000	1926-08-12	2420_A
USGS	01100000	1926-08-13	2260_A
USGS	01100000	1926-08-14	1300_A
USGS	01100000	1926-08-15	454_A
USGS	01100000	1926-08-16	2510_A
USGS	01100000	1926-08-17	2690_A
USGS	01100000	1926-08-18	2340_A
USGS	01100000	1926-08-19	1960_A
USGS	01100000	1926-08-20	1890_A
USGS	01100000	1926-08-21	1260_A
USGS	01100000	1926-08-22	364_A
USGS	01100000	1926-08-23	1960_A
USGS	01100000	1926-08-24	1960_A
USGS	01100000	1926-08-25	1890_A
USGS	01100000	1926-08-26	1820_A
USGS	01100000	1926-08-27	1820_A
USGS	01100000	1926-08-28	1220_A
USGS	01100000	1926-08-29	505_A
USGS	01100000	1926-08-30	2260_A
USGS	01100000	1926-08-31	1960_A
USGS	01100000	1926-09-01	1960_A
USGS	01100000	1926-09-02	1890_A
USGS	01100000	1926-09-03	1820_A
USGS	01100000	1926-09-04	1140_A
USGS	01100000	1926-09-05	392_A
USGS	01100000	1926-09-06	392_A
USGS	01100000	1926-09-07	1820_A
USGS	01100000	1926-09-08	1890_A
USGS	01100000	1926-09-09	1960_A
USGS	01100000	1926-09-10	1890_A
USGS	01100000	1926-09-11	1260_A
USGS	01100000	1926-09-12	675_A
USGS	01100000	1926-09-13	1890_A
USGS	01100000	1926-09-14	1960_A
USGS	01100000	1926-09-15	1820_A
USGS	01100000	1926-09-16	1890_A
USGS	01100000	1926-09-17	1890_A
USGS	01100000	1926-09-18	1220_A
USGS	01100000	1926-09-19	318_A
USGS	01100000	1926-09-20	1820_A
USGS	01100000	1926-09-21	1760_A
USGS	01100000	1926-09-22	1820_A
USGS	01100000	1926-09-23	1890_A
USGS	01100000	1926-09-24	1820_A
USGS	01100000	1926-09-25	1180_A
USGS	01100000	1926-09-26	438_A
USGS	01100000	1926-09-27	1820_A
USGS	01100000	1926-09-28	1890_A
USGS	01100000	1926-09-29	1890_A
USGS	01100000	1926-09-30	1820_A
USGS	01100000	1926-10-01	1890_A
USGS	01100000	1926-10-02	1380_A
USGS	01100000	1926-10-03	407_A
USGS	01100000	1926-10-04	1890_A
