Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84

Header	Name	Description	Type	Position	Altitude	Depth	Proximity	Temperature	Display Mode	Color	Symbol	Facility	City	State	Country	Date Modified	Link	Categories

Waypoint	FRODO		User Waypoint	N42 49.271 W70 48.804	29 ft				Symbol & Name	Unknown	Contact, Biker							
Waypoint	GANDALF		User Waypoint	N42 48.929 W70 47.413	0.4 ft				Symbol & Name	Unknown	Contact, Ranger							
Waypoint	GIMLI		User Waypoint	N42 48.710 W70 48.192	0.4 ft				Symbol & Name	Unknown	Contact, Goatee							
Waypoint	LEGOLAS		User Waypoint	N42 48.328 W70 48.374	0.4 ft				Symbol & Name	Unknown	Contact, Alien							
Waypoint	PIPPIN		User Waypoint	N41 35.694 W70 54.600	45 ft				Symbol & Name	Unknown	Contact, Pirate							
Waypoint	SAMWISE		User Waypoint	N42 48.338 W70 48.309	0.4 ft				Symbol & Name	Unknown	Contact, Ball Cap							
Waypoint	STRIDER		User Waypoint	N42 48.788 W70 47.606	0.4 ft				Symbol & Name	Unknown	Contact, Spike							


Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG	5/21/2006 6:58:05 AM 	00:23:31	1.08 mi	2.8 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:26:40 PM 	152 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.823	5/21/2006 4:26:55 PM 	150 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:27:10 PM 	144 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:27:25 PM 	146 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:27:40 PM 	157 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:27:55 PM 	163 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:28:10 PM 	155 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:28:25 PM 	157 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:28:40 PM 	157 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:28:55 PM 	158 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:29:10 PM 	150 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:29:25 PM 	152 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:29:40 PM 	142 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:29:55 PM 	149 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:30:10 PM 	147 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:30:25 PM 	149 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.938 W71 03.824	5/21/2006 4:30:40 PM 	146 ft		17 ft	00:00:15	0.76 mph	200° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:30:55 PM 	152 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:31:10 PM 	157 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:31:25 PM 	155 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:31:40 PM 	164 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.825	5/21/2006 4:31:55 PM 	161 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.825	5/21/2006 4:32:10 PM 	160 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.825	5/21/2006 4:32:25 PM 	168 ft		16 ft	00:00:15	0.71 mph	0° true
Trackpoint	N42 52.941 W71 03.827	5/21/2006 4:32:40 PM 	166 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.939 W71 03.827	5/21/2006 4:32:55 PM 	179 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.937 W71 03.827	5/21/2006 4:33:10 PM 	175 ft		16 ft	00:00:15	0.71 mph	180° true
Trackpoint	N42 52.938 W71 03.825	5/21/2006 4:33:25 PM 	164 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:33:40 PM 	163 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.939 W71 03.823	5/21/2006 4:33:55 PM 	160 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 4:34:10 PM 	158 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:34:25 PM 	160 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:34:40 PM 	168 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:34:55 PM 	175 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:35:10 PM 	180 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 4:35:25 PM 	175 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:35:40 PM 	175 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.823	5/21/2006 4:35:55 PM 	169 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:36:10 PM 	163 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.939 W71 03.825	5/21/2006 4:36:25 PM 	155 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.938 W71 03.825	5/21/2006 4:36:40 PM 	158 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.827	5/21/2006 4:36:55 PM 	141 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.941 W71 03.825	5/21/2006 4:37:10 PM 	133 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.939 W71 03.827	5/21/2006 4:37:25 PM 	128 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.938 W71 03.827	5/21/2006 4:37:40 PM 	146 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.825	5/21/2006 4:37:55 PM 	149 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:38:10 PM 	146 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.939 W71 03.825	5/21/2006 4:38:25 PM 	146 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:38:40 PM 	153 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:38:55 PM 	158 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:39:10 PM 	160 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.825	5/21/2006 4:39:25 PM 	153 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.827	5/21/2006 4:39:40 PM 	163 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.827	5/21/2006 4:39:55 PM 	168 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.938 W71 03.828	5/21/2006 4:40:10 PM 	169 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.938 W71 03.827	5/21/2006 4:40:25 PM 	177 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.938 W71 03.827	5/21/2006 4:40:40 PM 	161 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.938 W71 03.827	5/21/2006 4:40:55 PM 	149 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:41:10 PM 	142 ft		23 ft	00:00:15	1.1 mph	48° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:41:25 PM 	141 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.938 W71 03.823	5/21/2006 4:41:40 PM 	152 ft		16 ft	00:00:15	0.71 mph	180° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:41:55 PM 	157 ft		16 ft	00:00:15	0.71 mph	0° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:42:10 PM 	177 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 4:42:25 PM 	182 ft		17 ft	00:00:15	0.76 mph	20° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 4:42:40 PM 	177 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.823	5/21/2006 4:42:55 PM 	183 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:43:10 PM 	188 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.939 W71 03.825	5/21/2006 4:43:25 PM 	190 ft		17 ft	00:00:15	0.76 mph	200° true
Trackpoint	N42 52.941 W71 03.825	5/21/2006 4:43:40 PM 	180 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:43:55 PM 	171 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:44:10 PM 	158 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.824	5/21/2006 4:44:25 PM 	168 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:44:40 PM 	180 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:44:55 PM 	190 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:45:10 PM 	188 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:45:25 PM 	190 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:45:40 PM 	196 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:45:55 PM 	188 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.825	5/21/2006 4:46:10 PM 	210 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.943 W71 03.824	5/21/2006 4:46:25 PM 	199 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:46:40 PM 	188 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:46:55 PM 	177 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:47:10 PM 	179 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:47:25 PM 	174 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:47:40 PM 	164 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:47:55 PM 	164 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:48:10 PM 	166 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 4:48:25 PM 	158 ft		11 ft	00:00:15	0.52 mph	90° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 4:48:40 PM 	155 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 4:48:55 PM 	152 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 4:49:10 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 4:49:25 PM 	150 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 4:49:40 PM 	157 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:49:55 PM 	158 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 4:50:10 PM 	155 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 4:50:25 PM 	161 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.943 W71 03.824	5/21/2006 4:50:40 PM 	171 ft		14 ft	00:00:15	0.63 mph	236° true
Trackpoint	N42 52.943 W71 03.824	5/21/2006 4:50:55 PM 	185 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.824	5/21/2006 4:51:10 PM 	185 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.823	5/21/2006 4:51:25 PM 	190 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 4:51:40 PM 	183 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 4:51:55 PM 	172 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 4:52:10 PM 	174 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:52:25 PM 	164 ft		17 ft	00:00:15	0.76 mph	200° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 4:52:40 PM 	158 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 4:52:55 PM 	157 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 4:53:10 PM 	163 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:53:25 PM 	155 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:53:40 PM 	160 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:53:55 PM 	153 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:54:10 PM 	149 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:54:25 PM 	153 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:54:40 PM 	169 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:54:55 PM 	174 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:55:10 PM 	171 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:55:25 PM 	164 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.943 W71 03.820	5/21/2006 4:55:40 PM 	163 ft		14 ft	00:00:15	0.63 mph	56° true
Trackpoint	N42 52.943 W71 03.820	5/21/2006 4:55:55 PM 	157 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 4:56:10 PM 	160 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:56:25 PM 	161 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:56:40 PM 	169 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:56:55 PM 	158 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:57:10 PM 	146 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:57:25 PM 	139 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:57:40 PM 	134 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:57:55 PM 	139 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 4:58:10 PM 	144 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:58:25 PM 	142 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 4:58:40 PM 	128 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 4:58:55 PM 	134 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 4:59:10 PM 	128 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 4:59:25 PM 	131 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:59:40 PM 	139 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 4:59:55 PM 	149 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:00:10 PM 	157 ft		19 ft	00:00:15	0.88 mph	36° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:00:25 PM 	155 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:00:40 PM 	155 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:00:55 PM 	160 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:01:10 PM 	161 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:01:25 PM 	150 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 5:01:40 PM 	153 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 5:01:55 PM 	139 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 5:02:10 PM 	142 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 5:02:25 PM 	153 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 5:02:40 PM 	157 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:02:55 PM 	144 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:03:10 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:03:25 PM 	153 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:03:40 PM 	160 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 5:03:55 PM 	152 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:04:10 PM 	144 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:04:25 PM 	138 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:04:40 PM 	128 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:04:55 PM 	139 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:05:10 PM 	150 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 5:05:25 PM 	149 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 5:05:40 PM 	150 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.938 W71 03.821	5/21/2006 5:05:55 PM 	144 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.823	5/21/2006 5:06:10 PM 	150 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 5:06:25 PM 	153 ft		14 ft	00:00:15	0.63 mph	56° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 5:06:40 PM 	160 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 5:06:55 PM 	168 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:07:10 PM 	177 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:07:25 PM 	185 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:07:40 PM 	177 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:07:55 PM 	175 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:08:10 PM 	172 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:08:25 PM 	168 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:08:40 PM 	163 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.823	5/21/2006 5:08:55 PM 	150 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:09:10 PM 	147 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:09:25 PM 	155 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:09:40 PM 	150 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:09:55 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:10:10 PM 	138 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.823	5/21/2006 5:10:25 PM 	122 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 5:10:40 PM 	128 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:10:55 PM 	139 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:11:10 PM 	134 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:11:25 PM 	142 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:11:40 PM 	146 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:11:55 PM 	146 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:12:10 PM 	150 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 5:12:25 PM 	149 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:12:40 PM 	149 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:12:55 PM 	163 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:13:10 PM 	157 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.823	5/21/2006 5:13:25 PM 	168 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 5:13:40 PM 	158 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 5:13:55 PM 	153 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:14:10 PM 	160 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 5:14:25 PM 	163 ft		14 ft	00:00:15	0.63 mph	56° true
Trackpoint	N42 52.943 W71 03.820	5/21/2006 5:14:40 PM 	171 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:14:55 PM 	168 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:15:10 PM 	174 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:15:25 PM 	160 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:15:40 PM 	158 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 5:15:55 PM 	166 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:16:10 PM 	171 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:16:25 PM 	183 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 5:16:40 PM 	182 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.943 W71 03.823	5/21/2006 5:16:55 PM 	187 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 5:17:10 PM 	193 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 5:17:25 PM 	191 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 5:17:40 PM 	180 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.824	5/21/2006 5:17:55 PM 	177 ft		8 ft	00:00:15	0.36 mph	180° true
